Architecture,eta001,eta003,eta01,eta03,eta1,N1_001,N1_003,N1_01,N1_03,N1_1,lambda_max
Unknown,35.0,22.0,13.0,7.5,4.2,0.04,0.15,0.45,1.05,2.30,0.39
